year,informed_consent,sex,age,campus,modalidad,regime,career,field_OCDE,school,faculty,semester_admision,years_of_study,current_level,com_grade_point_average,A1,A2,A3,A4,E1,E2,E3,E4,E5,E6,C1,C2,C3,C4,C5,unders_and_accept_inst,unders_items,satisfac_instrument
2022,Sí,Masculino,51,CONCEPCION,Presencial,EXECUTIVE,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,61,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,3,3,3
2022,Sí,Masculino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,5,3,3,3,1,4,4,3,4,4,2,5,5,4,4,4,4,4,4
2022,Sí,Masculino,40,VIÑA DEL MAR,Presencial,EXECUTIVE,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201820,5,Tercer año o superior,47,6,6,4,5,5,5,6,6,5,4,6,6,6,6,6,4,3,4
2022,Sí,Masculino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,2,Segundo año,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,39,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,6,6,6,4,6,6,6,6,6,6,6,6,5,5,5,5,3,3,3
2022,Sí,Masculino,39,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,40,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,59,2,2,2,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3
2022,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,39,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,23,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,49,6,5,5,5,5,4,1,3,6,6,6,6,6,5,5,2,1,2
2022,Sí,Masculino,20,SANTIAGO CENTRO,Presencial,VESPERTINO,CONTADOR AUDITOR,Social Sciences,AUDITORÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,28,4,3,3,3,4,4,5,6,6,5,4,4,4,4,4,3,3,3
2022,Sí,Masculino,45,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,0,6,6,5,6,5,5,5,5,5,4,6,6,6,6,6,3,4,4
2022,Sí,Masculino,52,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,64,6,6,6,6,4,4,4,1,1,2,6,6,1,1,6,1,1,1
2022,Sí,Masculino,41,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,59,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,27,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,34,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,48,MAIPU,Presencial,DIURNO,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202210,1,Primer año,55,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,24,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,59,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,42,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,26,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,63,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,4,4,4
2022,Sí,Masculino,34,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,58,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,3
2022,Sí,Masculino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,53,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,65,6,4,4,6,6,6,6,5,6,1,5,6,6,6,6,4,4,4
2022,Sí,Femenino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,65,4,5,4,6,4,4,4,6,4,6,4,6,5,4,6,3,2,2
2022,Sí,Femenino,36,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,27,3,2,6,5,4,3,4,4,5,5,5,5,5,5,5,3,4,3
2022,Sí,Femenino,37,LA FLORIDA,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202210,1,Primer año,57,5,4,6,6,5,5,5,5,5,4,5,5,5,5,6,3,3,3
2022,Sí,Masculino,31,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,46,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,28,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,64,2,2,3,3,2,2,2,2,2,3,4,4,2,1,1,3,3,3
2022,Sí,Masculino,38,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,6,6,6,5,6,6,6,5,2,5,6,6,6,6,4,4,4
2022,Sí,Masculino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,53,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,43,ONLINE,A distancia,A DISTANCIA,CONTADOR AUDITOR,Social Sciences,AUDITORÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,63,4,6,5,4,2,2,2,2,2,1,4,5,4,3,6,3,4,3
2022,Sí,Masculino,29,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Femenino,39,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,31,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,64,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,3
2022,Sí,Femenino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,201910,4,Tercer año o superior,65,4,6,6,6,5,5,4,5,5,2,6,6,5,3,5,3,3,3
2022,Sí,Masculino,30,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,63,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,29,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,53,6,6,5,6,6,6,6,6,6,3,6,6,6,6,6,3,3,3
2022,Sí,Femenino,38,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,62,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3
2022,Sí,Masculino,34,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,62,6,5,5,5,5,5,5,5,5,3,5,5,5,3,5,4,4,4
2022,Sí,Masculino,39,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,61,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,45,ONLINE,A distancia,A DISTANCIA,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202110,2,Segundo año,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3
2022,Sí,Femenino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,64,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,38,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,62,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,Sí,Masculino,31,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,65,5,4,5,6,4,5,5,5,5,2,4,5,4,4,4,4,4,4
2022,Sí,Masculino,36,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,61,6,5,6,6,5,6,6,5,4,6,6,6,5,4,6,4,3,3
2022,Sí,Masculino,56,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201610,7,Tercer año o superior,42,6,5,3,4,4,3,4,5,4,6,6,6,6,5,6,3,3,4
2022,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Femenino,32,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2022,Sí,Masculino,30,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,59,4,3,4,4,5,6,6,4,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,51,CONCEPCION,Presencial,EXECUTIVE,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,61,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,41,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,58,5,6,4,5,3,4,3,4,4,2,4,4,2,2,2,3,2,2
2022,Sí,Masculino,41,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,58,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,4,4,4
2022,No,Masculino,28,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022,Sí,Masculino,31,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,64,5,4,6,6,5,5,5,5,4,4,5,5,2,5,5,3,3,3
2022,Sí,Masculino,39,PROVIDENCIA,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,201220,11,Tercer año o superior,49,6,5,5,4,6,5,6,5,5,5,6,6,6,5,6,3,3,3
2022,Sí,Femenino,25,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,61,4,4,4,5,4,3,3,4,3,5,5,5,4,3,5,2,2,2
2022,Sí,Masculino,35,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201720,6,Tercer año o superior,62,5,4,5,6,5,5,6,5,5,6,6,5,5,5,5,4,4,3
2022,Sí,Masculino,39,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3
2022,Sí,Masculino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,1,Primer año,58,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,53,LA FLORIDA,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,201810,6,Tercer año o superior,47,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,43,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN  EN INFORMÁTICA,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,58,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,65,6,6,5,6,5,6,6,6,6,4,6,6,6,6,6,4,3,3
2023,Sí,Masculino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,65,6,6,5,6,6,6,6,6,6,5,5,5,5,6,6,4,4,4
2023,Sí,Masculino,54,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,66,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,36,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,3,Tercer año o superior,65,4,3,3,4,6,6,5,4,4,6,5,5,4,4,4,4,4,4
2023,Sí,Femenino,38,ONLINE,A distancia,A DISTANCIA,CONTADOR AUDITOR,Social Sciences,AUDITORÍA,FAC. DE INGENIERÍA Y NEGOCIOS,200520,19,Tercer año o superior,62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,37,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202220,2,Segundo año,48,6,4,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2023,Sí,Femenino,64,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,0,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2023,Sí,Masculino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,3,Tercer año o superior,66,4,6,5,4,3,3,4,5,4,5,4,5,5,5,5,4,4,4
2023,Sí,Femenino,63,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,3,Tercer año o superior,65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,53,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN  EN INFORMÁTICA,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,200610,18,Tercer año o superior,58,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3
2023,Sí,Masculino,58,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,3,Tercer año o superior,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,47,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,59,6,6,6,6,6,5,5,5,5,5,5,6,5,6,6,4,4,4
2023,Sí,Masculino,57,SANTIAGO CENTRO,Presencial,EXECUTIVE,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,201610,8,Tercer año o superior,42,6,6,5,5,6,5,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,49,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,64,5,5,5,6,5,5,4,5,4,1,5,5,5,5,5,3,3,3
2023,Sí,Masculino,49,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,64,5,5,5,6,4,4,4,5,4,1,5,5,5,5,5,3,3,3
2023,Sí,Masculino,30,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,59,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,64,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,3,3,3
2023,Sí,Masculino,49,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,63,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,47,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,37,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,65,6,6,5,6,4,6,6,5,5,4,5,5,5,5,5,4,4,4
2023,Sí,Masculino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,37,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,61,5,5,4,5,5,6,5,4,5,5,4,5,6,4,5,4,3,4
2023,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,3,Tercer año o superior,65,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
2023,Sí,Femenino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,65,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,54,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,5,5,4,5,5,4,4,5,5,4,4,6,5,5,5,6,3,3,3
2023,Sí,Masculino,52,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202110,3,Tercer año o superior,61,6,5,5,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2023,Sí,Femenino,42,VIÑA DEL MAR,Presencial,EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,47,2,1,1,1,1,1,1,1,1,1,6,3,1,1,1,1,1,1
2023,Sí,Femenino,37,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,63,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
